employee_id,user_id,name,gender,blood_group,marital_status,national_id,tin_number,phone_number,personal_email,work_email,present_address,permanent_address,university,degree,cgpa,dept_id,job_id,job_title,job_level,work_mode,joining_date,status,exit_date,exit_reason,current_salary,manager_id,dob
1064,User_1064,Mustafizur Gazi,Male,A+,Single,19851196249831,626009701490,8801883378741,mustafizur.gazi32@gmail.com,mustafizur.gazi1064@banglabazaar.com,"House 136, Road 25, Mirpur, Dhaka","Village: Gazipur, District: Faridpur",AUST,BSS in Economics,3.65,2,201,Warehouse Associate,1,Hybrid,2020-04-04,Active,,,22362,,1998-01-23
1065,User_1065,Sakib Talukder,Male,B+,Married,20018228445381,656722961556,8801961519031,sakib.talukder79@gmail.com,sakib.talukder1065@banglabazaar.com,"House 131, Road 16, Rampura, Dhaka","Village: Talukderpur, District: Dhaka",AUST,B.Com,2.83,1,101,IT Support Specialist,1,Hybrid,2015-07-17,Active,,,31393,,1993-05-02
1066,User_1066,Tamim Sheikh,Male,O+,Single,19974977022882,721754714972,8801639227368,tamim.sheikh24@gmail.com,tamim.sheikh1066@banglabazaar.com,"House 35, Road 14, Malibagh, Dhaka","Village: Sheikhpur, District: Comilla",Rajshahi University,BSc in CSE,3.7,4,401,Sales Associate,1,Hybrid,2023-03-04,Active,,,22110,,1998-04-15
1067,User_1067,Jannat Sheikh,Female,O+,Single,19817565449052,530683731753,8801724023302,jannat.sheikh51@gmail.com,jannat.sheikh1067@banglabazaar.com,"House 115, Road 2, Dhanmondi, Dhaka","Village: Sheikhpur, District: Faridpur",AIUB,BBA,3.76,3,301,Production Assistant,1,On-Site,2021-12-26,Active,,,15549,,1998-09-17
1068,User_1068,Salma Roy,Female,A+,Married,19812101397492,769838528205,8801659645284,salma.roy77@gmail.com,salma.roy1068@banglabazaar.com,"House 136, Road 16, Dhanmondi, Dhaka","Village: Roypur, District: Mymensingh",North South University,B.Sc in EEE,2.93,3,301,Production Assistant,1,On-Site,2021-02-05,Active,,,15562,,1997-09-28
1069,User_1069,Pilot Sikder,Male,O-,Married,19925319017993,498676401469,8801499237019,pilot.sikder96@gmail.com,pilot.sikder1069@banglabazaar.com,"House 48, Road 2, Uttara, Dhaka","Village: Sikderpur, District: Jessore",Rajshahi University,MSc in CSE,2.67,5,502,Talent Acquisition Specialist,2,Hybrid,2015-11-07,Resigned,2018-02-22,Better Salary,55607,1052.0,1986-08-18
1070,User_1070,Fariha Alam,Female,B+,Married,19864637080873,359384273110,8801579106235,fariha.alam93@gmail.com,fariha.alam1070@banglabazaar.com,"House 33, Road 13, Bashundhara, Dhaka","Village: Alampur, District: Comilla",Dhaka University,B.Com,3.26,5,501,Admin Assistant,1,Hybrid,2020-03-14,Active,,,25218,,1997-06-10
1071,User_1071,Bonna Ali,Female,B+,Married,19826605784765,974112971268,8801499012220,bonna.ali32@gmail.com,bonna.ali1071@banglabazaar.com,"House 13, Road 28, Dhanmondi, Dhaka","Village: Alipur, District: Faridpur",AIUB,MSc in CSE,3.63,2,201,Warehouse Associate,1,Hybrid,2020-02-13,Active,,,21563,,1993-02-14
1072,User_1072,Mashrafe Khan,Male,B+,Divorced,19892411896501,558070200929,8801311215651,mashrafe.khan58@gmail.com,mashrafe.khan1072@banglabazaar.com,"House 35, Road 1, Gulshan, Dhaka","Village: Khanpur, District: Pabna",SUST,MSc in CSE,2.88,6,601,Support Staff,1,On-Site,2023-03-26,Active,,,17623,,1996-11-18
1073,User_1073,Riad Islam,Male,O-,Single,19869704949865,828442394082,8801454819298,riad.islam44@gmail.com,riad.islam1073@banglabazaar.com,"House 149, Road 22, Mirpur, Dhaka","Village: Islampur, District: Bogra",AUST,BSS in Economics,3.7,4,401,Sales Associate,1,Hybrid,2016-01-07,Active,,,23049,,1992-03-04
1074,User_1074,Arif Pramanik,Male,A+,Married,19895599963751,131225805895,8801716085097,arif.pramanik29@gmail.com,arif.pramanik1074@banglabazaar.com,"House 115, Road 9, Badda, Dhaka","Village: Pramanikpur, District: Rangpur",BRAC University,BSS in Economics,3.56,1,102,Software Engineer,2,Hybrid,2023-07-31,Active,,,60237,568.0,1997-12-31
1075,User_1075,Sadia Pal,Female,O+,Married,19932752394769,303602804941,8801443674329,sadia.pal76@gmail.com,sadia.pal1075@banglabazaar.com,"House 146, Road 2, Mirpur, Dhaka","Village: Palpur, District: Mymensingh",IUB,BSc in CSE,3.57,2,202,Procurement Officer,2,Hybrid,2022-06-28,Active,,,49012,1108.0,1997-04-14
1076,User_1076,Zahid Akond,Male,O+,Divorced,19977184209028,315084969104,8801353032350,zahid.akond33@gmail.com,zahid.akond1076@banglabazaar.com,"House 22, Road 20, Dhanmondi, Dhaka","Village: Akondpur, District: Rangpur",Chittagong University,BBA,3.71,4,402,Sales Executive,2,Hybrid,2019-07-30,Active,,,46526,308.0,1993-01-13
1077,User_1077,Zahid Sikder,Male,A+,Married,19952539341325,123213962720,8801580647733,zahid.sikder82@gmail.com,zahid.sikder1077@banglabazaar.com,"House 17, Road 3, Baridhara, Dhaka","Village: Sikderpur, District: Mymensingh",Chittagong University,M.Com,2.92,6,601,Support Staff,1,On-Site,2022-05-13,Active,,,18312,,1997-07-02
1078,User_1078,Rafique Akond,Male,B+,Divorced,19865371034969,756744868423,8801492297825,rafique.akond83@gmail.com,rafique.akond1078@banglabazaar.com,"House 15, Road 2, Malibagh, Dhaka","Village: Akondpur, District: Tangail",AIUB,B.Sc in EEE,2.59,4,402,Sales Executive,2,Hybrid,2020-02-12,Resigned,2021-01-08,Personal Issue,47651,1288.0,1990-04-14
1079,User_1079,Mashrafe Patwary,Male,B+,Married,19954875399173,139714413227,8801995538835,mashrafe.patwary22@gmail.com,mashrafe.patwary1079@banglabazaar.com,"House 27, Road 10, Rampura, Dhaka","Village: Patwarypur, District: Comilla",Rajshahi University,BSS in Economics,3.26,4,402,Sales Executive,2,Hybrid,2022-10-07,Active,,,42881,1282.0,1996-12-21
1080,User_1080,Mashrafe Molla,Male,B+,Single,19803780187625,602071038171,8801783614995,mashrafe.molla47@gmail.com,mashrafe.molla1080@banglabazaar.com,"House 140, Road 16, Bashundhara, Dhaka","Village: Mollapur, District: Dhaka",BRAC University,BBA,2.72,4,401,Sales Associate,1,Hybrid,2019-03-02,Active,,,23591,,1995-06-10
1081,User_1081,Akram Sikder,Male,B-,Married,19857963787929,313982534832,8801832614299,akram.sikder19@gmail.com,akram.sikder1081@banglabazaar.com,"House 30, Road 17, Baridhara, Dhaka","Village: Sikderpur, District: Barisal",AIUB,B.Sc in EEE,3.45,3,301,Production Assistant,1,On-Site,2016-09-24,Resigned,2018-06-11,Better Salary,15112,,1992-06-07
1082,User_1082,Tasnim Akond,Female,O+,Married,19875420764330,784456283450,8801646959313,tasnim.akond18@gmail.com,tasnim.akond1082@banglabazaar.com,"House 98, Road 18, Malibagh, Dhaka","Village: Akondpur, District: Barisal",BRAC University,BSc in CSE,3.31,3,301,Production Assistant,1,On-Site,2020-07-21,Resigned,2023-06-29,Better Salary,15886,,1996-08-27
1083,User_1083,Khadija Pal,Female,A+,Single,19901799048858,601258696686,8801311560739,khadija.pal89@gmail.com,khadija.pal1083@banglabazaar.com,"House 125, Road 14, Dhanmondi, Dhaka","Village: Palpur, District: Tangail",Rajshahi University,BBA,3.03,3,301,Production Assistant,1,On-Site,2020-02-23,Resigned,2023-05-08,Work Pressure,16888,,1996-06-04
1084,User_1084,Murshida Uddin,Female,B+,Single,19869187097455,226290076397,8801619834797,murshida.uddin85@gmail.com,murshida.uddin1084@banglabazaar.com,"House 63, Road 22, Malibagh, Dhaka","Village: Uddinpur, District: Pabna",East West University,BBA,3.74,3,303,Quality Control Engineer,2,On-Site,2021-04-05,Resigned,2022-03-06,Relocation,50888,899.0,1994-01-12
1085,User_1085,Jannat Mia,Female,B+,Married,19906387498265,744266572183,8801697032165,jannat.mia50@gmail.com,jannat.mia1085@banglabazaar.com,"House 112, Road 11, Uttara, Dhaka","Village: Miapur, District: Dhaka",East West University,B.Sc in EEE,3.74,3,302,Machine Operator,1,On-Site,2023-06-20,Active,,,25518,,1999-07-29
1086,User_1086,Sonia Sheikh,Female,B+,Single,19946950742723,715868009146,8801989770452,sonia.sheikh66@gmail.com,sonia.sheikh1086@banglabazaar.com,"House 80, Road 14, Baridhara, Dhaka","Village: Sheikhpur, District: Dhaka",IUB,B.Sc in EEE,3.36,6,601,Support Staff,1,On-Site,2016-11-29,Active,,,17631,,1993-08-06
1087,User_1087,Bulbul Patwary,Male,A-,Married,20013203999039,167934282963,8801923628860,bulbul.patwary44@gmail.com,bulbul.patwary1087@banglabazaar.com,"House 60, Road 28, Banani, Dhaka","Village: Patwarypur, District: Bogra",East West University,BSS in Economics,2.86,2,201,Warehouse Associate,1,Hybrid,2020-10-06,Active,,,22186,,1998-05-07
1088,User_1088,Ritu Biswas,Female,O+,Single,19934119433432,596094708848,8801972085830,ritu.biswas71@gmail.com,ritu.biswas1088@banglabazaar.com,"House 93, Road 6, Banani, Dhaka","Village: Biswaspur, District: Rangpur",AIUB,M.Com,3.83,1,102,Software Engineer,2,Hybrid,2017-12-13,Active,,,67946,133.0,1992-12-02
1089,User_1089,Nahida Khandaker,Female,O+,Single,19891240868924,950742040832,8801545717635,nahida.khandaker21@gmail.com,nahida.khandaker1089@banglabazaar.com,"House 126, Road 22, Gulshan, Dhaka","Village: Khandakerpur, District: Pabna",Dhaka University,B.Sc in EEE,3.79,4,402,Sales Executive,2,Hybrid,2017-03-20,Active,,,44384,753.0,1987-05-22
1090,User_1090,Sanjida Ali,Female,B-,Single,19982103987852,914072866100,8801679670489,sanjida.ali19@gmail.com,sanjida.ali1090@banglabazaar.com,"House 25, Road 16, Badda, Dhaka","Village: Alipur, District: Dhaka",North South University,BSS in Economics,3.96,6,601,Support Staff,1,On-Site,2021-11-09,Active,,,16679,,1999-01-15
1091,User_1091,Nayeem Sikder,Male,B-,Married,19918111227279,727861368808,8801623916865,nayeem.sikder90@gmail.com,nayeem.sikder1091@banglabazaar.com,"House 122, Road 20, Rampura, Dhaka","Village: Sikderpur, District: Bogra",BRAC University,MBA,3.31,2,201,Warehouse Associate,1,Hybrid,2020-05-21,Active,,,22970,,1994-04-10
1092,User_1092,Mashrafe Munshi,Male,A+,Single,19812183739008,138868778621,8801779472189,mashrafe.munshi85@gmail.com,mashrafe.munshi1092@banglabazaar.com,"House 143, Road 26, Baridhara, Dhaka","Village: Munshipur, District: Barisal",BUET,BSS in Economics,2.88,3,301,Production Assistant,1,On-Site,2021-02-25,Resigned,2022-05-14,Work Pressure,16491,,1996-04-06
1093,User_1093,Tawhid Pal,Male,O+,Married,19937143041667,490954403508,8801854119247,tawhid.pal45@gmail.com,tawhid.pal1093@banglabazaar.com,"House 103, Road 12, Baridhara, Dhaka","Village: Palpur, District: Noakhali",Dhaka University,MSc in CSE,2.93,3,302,Machine Operator,1,On-Site,2017-01-25,Active,,,26301,,1991-01-28
1094,User_1094,Rabeya Bhuiyan,Female,A+,Married,19972840656930,470824749443,8801872687637,rabeya.bhuiyan20@gmail.com,rabeya.bhuiyan1094@banglabazaar.com,"House 70, Road 10, Mohammadpur, Dhaka","Village: Bhuiyanpur, District: Jessore",BRAC University,M.Com,3.29,6,603,Head of Facilities,5,On-Site,2017-11-06,Active,,,154347,385.0,1974-10-18
1095,User_1095,Rina Rahman,Female,B+,Single,20014624992055,942749291701,8801439780393,rina.rahman72@gmail.com,rina.rahman1095@banglabazaar.com,"House 31, Road 23, Banani, Dhaka","Village: Rahmanpur, District: Sylhet",BUET,MBA,3.68,4,402,Sales Executive,2,Hybrid,2023-08-21,Active,,,43951,1288.0,1993-09-20
1096,User_1096,Salma Gazi,Female,B+,Married,19957561910923,946226763640,8801530700933,salma.gazi40@gmail.com,salma.gazi1096@banglabazaar.com,"House 70, Road 15, Dhanmondi, Dhaka","Village: Gazipur, District: Dhaka",Chittagong University,M.Com,3.02,2,201,Warehouse Associate,1,Hybrid,2017-08-25,Active,,,20193,,1993-05-01
1097,User_1097,Shabnam Chowdhury,Female,B+,Married,20016132979229,140473642589,8801916960639,shabnam.chowdhury86@gmail.com,shabnam.chowdhury1097@banglabazaar.com,"House 4, Road 14, Mohammadpur, Dhaka","Village: Chowdhurypur, District: Khulna",SUST,M.Com,2.77,3,302,Machine Operator,1,On-Site,2023-09-29,Active,,,27202,,1998-12-23
1098,User_1098,Akram Islam,Male,B+,Married,20003175774172,941173099594,8801591254911,akram.islam34@gmail.com,akram.islam1098@banglabazaar.com,"House 19, Road 5, Mirpur, Dhaka","Village: Islampur, District: Barisal",East West University,B.Com,2.83,1,101,IT Support Specialist,1,Hybrid,2022-08-22,Active,,,30282,,1998-07-03
1099,User_1099,Bulbul Bepari,Male,A+,Married,19934593288241,290397815725,8801612030525,bulbul.bepari15@gmail.com,bulbul.bepari1099@banglabazaar.com,"House 111, Road 23, Mirpur, Dhaka","Village: Beparipur, District: Sylhet",Chittagong University,MBA,3.43,2,201,Warehouse Associate,1,Hybrid,2020-11-18,Active,,,20075,,1993-12-31
1100,User_1100,Zahid Sarkar,Male,A+,Single,19854742304540,478012194744,8801866045189,zahid.sarkar27@gmail.com,zahid.sarkar1100@banglabazaar.com,"House 65, Road 20, Mohammadpur, Dhaka","Village: Sarkarpur, District: Mymensingh",IUB,BSS in Economics,2.58,1,101,IT Support Specialist,1,Hybrid,2022-05-07,Active,,,33837,,1999-12-19
1101,User_1101,Rubel Akond,Male,B+,Divorced,19866148439465,223283727347,8801438384502,rubel.akond79@gmail.com,rubel.akond1101@banglabazaar.com,"House 42, Road 1, Malibagh, Dhaka","Village: Akondpur, District: Mymensingh",Chittagong University,BSS in Economics,3.82,3,301,Production Assistant,1,On-Site,2015-09-08,Active,,,15334,,1991-12-09
1102,User_1102,Rubel Mridha,Male,A+,Married,19859322134413,135341773690,8801743517854,rubel.mridha96@gmail.com,rubel.mridha1102@banglabazaar.com,"House 62, Road 15, Dhanmondi, Dhaka","Village: Mridhapur, District: Mymensingh",AIUB,MSc in CSE,3.84,5,502,Talent Acquisition Specialist,2,Hybrid,2018-03-27,Active,,,53098,309.0,1989-04-28
1103,User_1103,Karim Marma,Male,O+,Single,19851960577256,639137312028,8801691888714,karim.marma25@gmail.com,karim.marma1103@banglabazaar.com,"House 52, Road 2, Bashundhara, Dhaka","Village: Marmapur, District: Chittagong",BRAC University,MBA,2.61,3,301,Production Assistant,1,On-Site,2016-09-14,Active,,,16495,,1992-07-25
1104,User_1104,Bulbul Bhuiyan,Male,B+,Married,19944184809881,273253296129,8801986427612,bulbul.bhuiyan36@gmail.com,bulbul.bhuiyan1104@banglabazaar.com,"House 72, Road 11, Dhanmondi, Dhaka","Village: Bhuiyanpur, District: Barisal",AIUB,BSS in Economics,2.9,4,404,Regional Sales Manager,4,Hybrid,2016-09-07,Active,,,157036,,1976-08-12
1105,User_1105,Monira Munshi,Female,B+,Single,19946481339702,278071915441,8801452560113,monira.munshi61@gmail.com,monira.munshi1105@banglabazaar.com,"House 123, Road 9, Bashundhara, Dhaka","Village: Munshipur, District: Tangail",Dhaka University,BBA,2.95,5,502,Talent Acquisition Specialist,2,Hybrid,2017-02-02,Active,,,54165,426.0,1987-06-10
1106,User_1106,Jamil Roy,Male,A+,Married,19914971729116,387996729102,8801778639227,jamil.roy35@gmail.com,jamil.roy1106@banglabazaar.com,"House 127, Road 23, Uttara, Dhaka","Village: Roypur, District: Pabna",Dhaka University,MBA,3.33,6,601,Support Staff,1,On-Site,2023-05-14,Active,,,16180,,1996-12-30
1107,User_1107,Jamal Mia,Male,A+,Married,19986813621795,221695307735,8801619829906,jamal.mia35@gmail.com,jamal.mia1107@banglabazaar.com,"House 115, Road 26, Gulshan, Dhaka","Village: Miapur, District: Khulna",SUST,BBA,3.79,3,301,Production Assistant,1,On-Site,2022-05-14,Active,,,16110,,1998-12-09
1108,User_1108,Sobhana Bepari,Female,A+,Married,19963308501253,389015252521,8801475584437,sobhana.bepari56@gmail.com,sobhana.bepari1108@banglabazaar.com,"House 17, Road 2, Baridhara, Dhaka","Village: Beparipur, District: Barisal",Dhaka University,B.Com,3.72,2,204,Logistics Manager,4,Hybrid,2022-07-16,Active,,,132119,,1986-07-15
1109,User_1109,Salma Patwary,Female,A+,Married,19994661136081,908795386146,8801411939556,salma.patwary97@gmail.com,salma.patwary1109@banglabazaar.com,"House 132, Road 20, Gulshan, Dhaka","Village: Patwarypur, District: Mymensingh",BUET,B.Com,3.57,4,401,Sales Associate,1,Hybrid,2022-01-20,Active,,,22803,,1999-11-06
1110,User_1110,Sadia Ahmed,Female,B+,Married,19841028060854,634938282066,8801948397140,sadia.ahmed70@gmail.com,sadia.ahmed1110@banglabazaar.com,"House 40, Road 22, Baridhara, Dhaka","Village: Ahmedpur, District: Rajshahi",North South University,BSc in CSE,3.44,4,401,Sales Associate,1,Hybrid,2023-10-24,Active,,,23402,,1999-11-15
1111,User_1111,Imran Sarkar,Male,O+,Single,20015925421183,847679492224,8801858442590,imran.sarkar17@gmail.com,imran.sarkar1111@banglabazaar.com,"House 38, Road 14, Uttara, Dhaka","Village: Sarkarpur, District: Dhaka",East West University,BSS in Economics,2.55,2,201,Warehouse Associate,1,Hybrid,2023-06-03,Active,,,20550,,1999-09-15
1112,User_1112,Nadia Uddin,Female,B+,Married,19859637045372,269368607143,8801657739843,nadia.uddin87@gmail.com,nadia.uddin1112@banglabazaar.com,"House 87, Road 27, Uttara, Dhaka","Village: Uddinpur, District: Bogra",SUST,MBA,3.75,5,501,Admin Assistant,1,Hybrid,2020-06-12,Active,,,28507,,1994-02-26
1113,User_1113,Rumana Roy,Female,O+,Married,19839705495377,933843357733,8801922989176,rumana.roy38@gmail.com,rumana.roy1113@banglabazaar.com,"House 27, Road 14, Malibagh, Dhaka","Village: Roypur, District: Barisal",East West University,B.Sc in EEE,3.73,3,301,Production Assistant,1,On-Site,2021-05-29,Active,,,16388,,1998-04-22
1114,User_1114,Rafiq Roy,Male,B+,Single,19887629754727,717803931868,8801737308959,rafiq.roy24@gmail.com,rafiq.roy1114@banglabazaar.com,"House 46, Road 1, Badda, Dhaka","Village: Roypur, District: Barisal",Dhaka University,MBA,2.84,3,301,Production Assistant,1,On-Site,2023-01-17,Active,,,16434,,1998-08-12
1115,User_1115,Sumon Chowdhury,Male,AB+,Married,19875755658387,476263161025,8801458899605,sumon.chowdhury24@gmail.com,sumon.chowdhury1115@banglabazaar.com,"House 37, Road 16, Mirpur, Dhaka","Village: Chowdhurypur, District: Noakhali",BUET,B.Com,3.27,4,401,Sales Associate,1,Hybrid,2021-09-16,Active,,,24377,,1996-11-09
1116,User_1116,Murshida Pal,Female,B+,Single,19851046518167,339756687573,8801499157748,murshida.pal89@gmail.com,murshida.pal1116@banglabazaar.com,"House 4, Road 10, Dhanmondi, Dhaka","Village: Palpur, District: Mymensingh",East West University,BSc in CSE,3.52,3,301,Production Assistant,1,On-Site,2021-06-10,Active,,,15034,,1998-08-18
1117,User_1117,Rumana Pal,Female,A+,Single,20006463530212,671206951600,8801521329107,rumana.pal66@gmail.com,rumana.pal1117@banglabazaar.com,"House 61, Road 5, Banani, Dhaka","Village: Palpur, District: Barisal",Chittagong University,MBA,2.98,3,302,Machine Operator,1,On-Site,2023-01-01,Active,,,26659,,1997-04-14
1118,User_1118,Rahim Patwary,Male,A+,Married,20014198771503,233143803089,8801631446256,rahim.patwary43@gmail.com,rahim.patwary1118@banglabazaar.com,"House 125, Road 13, Uttara, Dhaka","Village: Patwarypur, District: Comilla",IUB,BBA,3.99,1,102,Software Engineer,2,Hybrid,2015-11-20,Resigned,2016-11-30,Better Salary,65274,1249.0,1990-06-02
1119,User_1119,Ahmed Marma,Male,O+,Married,19908079011928,781484159422,8801821843626,ahmed.marma32@gmail.com,ahmed.marma1119@banglabazaar.com,"House 96, Road 3, Mirpur, Dhaka","Village: Marmapur, District: Bogra",East West University,BSS in Economics,3.98,5,502,Talent Acquisition Specialist,2,Hybrid,2021-12-10,Active,,,52188,280.0,1991-12-15
1120,User_1120,Hassan Khandaker,Male,B+,Single,19882394292018,982305920878,8801678323913,hassan.khandaker91@gmail.com,hassan.khandaker1120@banglabazaar.com,"House 56, Road 23, Bashundhara, Dhaka","Village: Khandakerpur, District: Rajshahi",AUST,MBA,2.95,5,501,Admin Assistant,1,Hybrid,2021-12-18,Active,,,28484,,1995-08-01
1121,User_1121,Zahid Ahmed,Male,O+,Single,20005532246111,953706158304,8801514198813,zahid.ahmed39@gmail.com,zahid.ahmed1121@banglabazaar.com,"House 88, Road 22, Uttara, Dhaka","Village: Ahmedpur, District: Tangail",Rajshahi University,M.Com,3.49,6,601,Support Staff,1,On-Site,2023-10-22,Active,,,16523,,1999-06-27
1122,User_1122,Sharmin Rahman,Female,B+,Single,19824005302277,192842634085,8801647813043,sharmin.rahman74@gmail.com,sharmin.rahman1122@banglabazaar.com,"House 102, Road 2, Baridhara, Dhaka","Village: Rahmanpur, District: Noakhali",SUST,MSc in CSE,3.34,3,301,Production Assistant,1,On-Site,2019-03-02,Active,,,17132,,1994-08-01
1123,User_1123,Jannat Sarkar,Female,B+,Single,19812004987251,581464249724,8801664981167,jannat.sarkar86@gmail.com,jannat.sarkar1123@banglabazaar.com,"House 146, Road 19, Rampura, Dhaka","Village: Sarkarpur, District: Rangpur",Chittagong University,B.Sc in EEE,3.87,2,201,Warehouse Associate,1,Hybrid,2021-06-03,Resigned,2021-12-18,Higher Studies,22107,,1999-05-10
1124,User_1124,Nayeem Sikder,Male,B+,Married,19864788870573,786407804535,8801319940191,nayeem.sikder79@gmail.com,nayeem.sikder1124@banglabazaar.com,"House 130, Road 4, Rampura, Dhaka","Village: Sikderpur, District: Bogra",BUET,B.Sc in EEE,3.04,2,201,Warehouse Associate,1,Hybrid,2017-05-29,Active,,,22516,,1994-09-02
1125,User_1125,Mashrafe Barua,Male,B+,Single,19852575589657,960083418775,8801535840901,mashrafe.barua26@gmail.com,mashrafe.barua1125@banglabazaar.com,"House 54, Road 14, Malibagh, Dhaka","Village: Baruapur, District: Mymensingh",SUST,BSc in CSE,3.85,6,602,Senior Technician,2,On-Site,2015-11-30,Active,,,39782,323.0,1989-08-02
1126,User_1126,Tanvir Pal,Male,O+,Married,19869109125522,125585156818,8801862166567,tanvir.pal81@gmail.com,tanvir.pal1126@banglabazaar.com,"House 37, Road 3, Rampura, Dhaka","Village: Palpur, District: Rajshahi",East West University,B.Com,3.54,3,303,Quality Control Engineer,2,On-Site,2021-11-12,Active,,,45623,677.0,1992-05-27
1127,User_1127,Mominul Khan,Male,A+,Single,20002104823810,439010331841,8801877407844,mominul.khan45@gmail.com,mominul.khan1127@banglabazaar.com,"House 11, Road 21, Banani, Dhaka","Village: Khanpur, District: Noakhali",North South University,MBA,3.34,2,201,Warehouse Associate,1,Hybrid,2021-01-17,Active,,,21429,,1996-08-17
1128,User_1128,Nusrat Mia,Female,O+,Single,19914564930371,338393455858,8801940799545,nusrat.mia44@gmail.com,nusrat.mia1128@banglabazaar.com,"House 36, Road 14, Rampura, Dhaka","Village: Miapur, District: Jessore",BUET,B.Com,3.37,2,202,Procurement Officer,2,Hybrid,2017-06-07,Active,,,47413,967.0,1989-08-20
1129,User_1129,Rubel Chakma,Male,A+,Married,19806240190304,291428563200,8801446632419,rubel.chakma62@gmail.com,rubel.chakma1129@banglabazaar.com,"House 25, Road 20, Uttara, Dhaka","Village: Chakmapur, District: Pabna",IUB,B.Com,3.22,6,601,Support Staff,1,On-Site,2018-03-03,Active,,,18046,,1994-10-04
1130,User_1130,Taijul Dewan,Male,B-,Married,19953914555598,922796101152,8801967102655,taijul.dewan21@gmail.com,taijul.dewan1130@banglabazaar.com,"House 46, Road 9, Mirpur, Dhaka","Village: Dewanpur, District: Mymensingh",SUST,MBA,3.11,4,401,Sales Associate,1,Hybrid,2020-04-17,Active,,,23306,,1994-01-09
1131,User_1131,Rina Gazi,Female,B+,Single,19959572723082,322498942740,8801713739544,rina.gazi35@gmail.com,rina.gazi1131@banglabazaar.com,"House 102, Road 10, Rampura, Dhaka","Village: Gazipur, District: Khulna",BUET,B.Com,2.71,3,301,Production Assistant,1,On-Site,2023-11-02,Active,,,15939,,1999-04-15
1132,User_1132,Rahim Mridha,Male,A+,Married,19803527427265,231805551036,8801815934901,rahim.mridha63@gmail.com,rahim.mridha1132@banglabazaar.com,"House 74, Road 4, Malibagh, Dhaka","Village: Mridhapur, District: Barisal",BRAC University,BBA,3.56,3,301,Production Assistant,1,On-Site,2023-04-10,Active,,,15083,,2000-11-16
1133,User_1133,Taijul Munshi,Male,O+,Single,19895186746587,227092492158,8801553973656,taijul.munshi51@gmail.com,taijul.munshi1133@banglabazaar.com,"House 49, Road 27, Baridhara, Dhaka","Village: Munshipur, District: Dhaka",BUET,MSc in CSE,3.64,3,301,Production Assistant,1,On-Site,2022-06-16,Active,,,16594,,1996-01-05
1134,User_1134,Meher Majumder,Female,B+,Married,19847321539907,972913001889,8801680213485,meher.majumder66@gmail.com,meher.majumder1134@banglabazaar.com,"House 37, Road 16, Gulshan, Dhaka","Village: Majumderpur, District: Barisal",BUET,B.Sc in EEE,3.73,1,103,Senior Software Engineer,3,Hybrid,2016-05-06,Active,,,109466,900.0,1984-09-08
1135,User_1135,Masud Biswas,Male,A+,Single,19966344635765,157263922600,8801891708697,masud.biswas27@gmail.com,masud.biswas1135@banglabazaar.com,"House 91, Road 6, Dhanmondi, Dhaka","Village: Biswaspur, District: Rajshahi",East West University,M.Com,2.68,2,201,Warehouse Associate,1,Hybrid,2022-05-13,Active,,,21952,,1999-11-21
1136,User_1136,Tawhid Hossain,Male,B+,Married,19862024308760,219830428669,8801759862929,tawhid.hossain25@gmail.com,tawhid.hossain1136@banglabazaar.com,"House 83, Road 12, Malibagh, Dhaka","Village: Hossainpur, District: Pabna",AIUB,BSS in Economics,2.86,6,601,Support Staff,1,On-Site,2023-12-01,Active,,,18244,,2001-08-16
1137,User_1137,Akram Roy,Male,B-,Divorced,19905521077039,506926912669,8801998600392,akram.roy40@gmail.com,akram.roy1137@banglabazaar.com,"House 90, Road 26, Mirpur, Dhaka","Village: Roypur, District: Comilla",BUET,M.Com,3.57,1,101,IT Support Specialist,1,Hybrid,2015-08-08,Active,,,31158,,1992-03-01
1138,User_1138,Hassan Chakma,Male,AB+,Single,20013036476180,264611345283,8801371356849,hassan.chakma33@gmail.com,hassan.chakma1138@banglabazaar.com,"House 91, Road 21, Uttara, Dhaka","Village: Chakmapur, District: Barisal",IUB,MBA,3.81,4,401,Sales Associate,1,Hybrid,2023-05-21,Active,,,23186,,1996-12-24
1139,User_1139,Tania Ahmed,Female,B+,Divorced,19947251509802,596736068532,8801491262880,tania.ahmed80@gmail.com,tania.ahmed1139@banglabazaar.com,"House 78, Road 5, Gulshan, Dhaka","Village: Ahmedpur, District: Tangail",IUB,BSS in Economics,3.36,4,401,Sales Associate,1,Hybrid,2021-08-18,Active,,,25104,,1999-03-23
1140,User_1140,Jamil Bhuiyan,Male,AB+,Married,19985495220958,104173271426,8801350933406,jamil.bhuiyan39@gmail.com,jamil.bhuiyan1140@banglabazaar.com,"House 38, Road 10, Malibagh, Dhaka","Village: Bhuiyanpur, District: Mymensingh",Dhaka University,M.Com,2.77,3,301,Production Assistant,1,On-Site,2016-11-05,Active,,,15326,,1994-06-17
1141,User_1141,Rabeya Rahman,Female,A-,Married,19859368298728,846741604887,8801487951994,rabeya.rahman66@gmail.com,rabeya.rahman1141@banglabazaar.com,"House 9, Road 18, Gulshan, Dhaka","Village: Rahmanpur, District: Bogra",Chittagong University,B.Sc in EEE,3.21,3,301,Production Assistant,1,On-Site,2020-10-11,Active,,,15506,,1996-05-05
